regime,predicate_count,regime_size_aug,regime_size_reference,rescued_positive_count,harmed_benign_count,genes_with_rescued_positive,path_rescue_margin_mean,benign_rescue_margin_mean,reference_gap,strict_gate_pass,composite_score
to_acidic__AND__high_disagreement_q85,2,29,78,3,1,2,0.04322764655134004,0.02420067345993839,0.02855166088421727,False,0.21955192644514257
to_acidic__AND__high_ref_adv_q85,2,29,78,3,1,2,0.04322764655134004,0.02420067345993839,0.02855166088421727,False,0.21955192644514257
charge_flip__AND__high_frob_low_ll_and_special,2,3,12,3,0,2,0.21804696594839004,0.0,-0.005005397413411161,False,1.2062113467677553
from_glycine__AND__very_high_disagreement,2,4,11,3,1,2,0.21804696594839004,0.16035495563896696,-0.030949421242820352,False,0.24230702319620195
from_hydrophobic__AND__aromatic_change,2,188,709,3,4,2,-0.1503058779048065,-0.11693883894452001,-0.04122757031400323,False,0.01496966493574215
aromatic_change__AND__very_high_disagreement,2,11,29,3,4,2,0.09468730867290394,0.20718739774573228,-0.046585580974847274,False,0.0
to_acidic__AND__support_rank_top5,2,120,202,3,0,2,-0.14624805102747201,-0.12100812286370682,-0.04836650338410389,False,0.11142032326305665
from_hydrophobic__AND__charge_flip,2,116,356,3,1,2,-0.2294852175178521,-0.10423142319186156,-0.061367738844838704,False,0.0
high_frob_low_ll_and_from_glycine,1,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
from_glycine__AND__high_frob_low_ll,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
from_glycine__AND__high_frob_low_ll_and_special,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
from_glycine__AND__high_frob_low_ll_and_from_glycine,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
involves_special_residue__AND__high_frob_low_ll_and_from_glycine,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
high_frob_low_ll__AND__high_frob_low_ll_and_from_glycine,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
very_high_disagreement__AND__high_frob_low_ll_and_from_glycine,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
high_frob_low_ll_and_special__AND__high_frob_low_ll_and_from_glycine,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
high_frob_low_ll_and_from_glycine__AND__high_frob_q75,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
high_frob_low_ll_and_from_glycine__AND__high_frob_q80,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
high_frob_low_ll_and_from_glycine__AND__high_disagreement_q75,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
high_frob_low_ll_and_from_glycine__AND__high_disagreement_q85,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
high_frob_low_ll_and_from_glycine__AND__high_ref_adv_q75,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
high_frob_low_ll_and_from_glycine__AND__high_ref_adv_q85,2,3,4,3,0,2,0.21804696594839004,0.0,-0.20894732015679646,False,1.2062113467677553
to_acidic__AND__low_ll_q35,2,94,223,2,1,2,-0.04635312114623692,-0.09948452950734692,0.0502608141318297,False,0.23008833373940957
to_acidic__AND__low_ll_q50,2,115,319,2,1,2,-0.06143050796271998,-0.10023766250289697,0.02830008300976987,False,0.1756608563249203
to_basic__AND__from_hydrophobic,2,77,227,2,0,2,-0.23960252520477435,-0.1306863860845976,-0.037900627737723375,False,0.0
to_basic__AND__polarity_flip,2,77,227,2,0,2,-0.23960252520477435,-0.1306863860845976,-0.037900627737723375,False,0.0
aromatic_change__AND__high_frob_low_ll,2,4,14,2,2,2,0.18616869027177613,0.34767917282704774,-0.07841060798747979,False,0.0
from_glycine__AND__to_basic,2,49,331,2,1,2,-0.192237972066807,-0.0746651962868282,-0.12674838546228281,False,0.0
to_acidic__AND__very_high_disagreement,2,3,5,2,0,2,0.2604091769636096,0.08557650674152589,-0.20547867600340014,False,0.674498010666251
polarity_flip__AND__very_high_disagreement,2,21,63,5,10,1,0.08901766348714643,0.21974828082865713,-0.009006460315568177,False,0.0
polarity_flip__AND__c_term_50,2,50,80,5,1,1,-0.02129329465721916,-0.081564685270193,-0.014963691752245295,False,0.3445980956655433
c_term_50,1,104,191,5,3,1,-0.025090505104100096,-0.0760349203290994,-0.017490597764928104,False,0.15772564878906142
c_term_50__AND__high_frob_q80,2,16,33,5,3,1,0.1554431369022426,0.06831876446028826,-0.02330790519581639,False,0.21425683194055367
from_hydrophobic__AND__c_term_50,2,42,69,5,0,1,-0.019019980053860422,-0.07403236769300618,-0.030045486186249956,False,0.656327422744661
c_term_50__AND__support_rank_top5,2,80,53,5,3,1,-0.025090505104100096,-0.07490832610761683,-0.030258159751306815,False,0.1559653453179949
c_term_50__AND__high_frob_q75,2,24,46,5,3,1,0.061689277690627,0.02759464244638162,-0.04199892881746535,False,0.1313978675691334
c_term_50__AND__support_rank_top10,2,104,97,5,3,1,-0.025090505104100096,-0.0760349203290994,-0.04461646242086541,False,0.15772564878906142
c_term_50__AND__high_disagreement_q75,2,27,50,4,3,1,0.3070008743302953,0.009534500409509957,0.02123949666160526,False,0.4608823382279882
c_term_50__AND__high_ref_adv_q75,2,27,50,4,3,1,0.3070008743302953,0.009534500409509957,0.02123949666160526,False,0.4608823382279882
polarity_flip__AND__high_frob_low_ll,2,9,33,4,4,1,0.22290613286809868,0.27186764637145017,-0.0001900100399994109,False,0.0010384864966485191
high_frob_q75__AND__hotspot_brca2_3124,2,4,4,3,0,1,0.26728241751039766,-0.1255687376396336,0.32173353414318606,False,2.867192584849565
high_frob_q80__AND__hotspot_brca2_3124,2,4,4,3,0,1,0.26728241751039766,-0.1255687376396336,0.32173353414318606,False,2.867192584849565
high_disagreement_q75__AND__hotspot_brca2_3124,2,4,4,3,0,1,0.26728241751039766,-0.176243801124772,0.2630195461854269,False,2.8370466180772373
high_ref_adv_q75__AND__hotspot_brca2_3124,2,4,4,3,0,1,0.26728241751039766,-0.176243801124772,0.2630195461854269,False,2.8370466180772373
polarity_flip__AND__hotspot_brca2_3124,2,3,3,3,0,1,0.26728241751039766,0.0,0.24365346804779395,False,2.1035095708432188
high_disagreement_q85__AND__hotspot_brca2_3124,2,3,3,3,0,1,0.26728241751039766,0.0,0.24365346804779395,False,2.1035095708432188
high_ref_adv_q85__AND__hotspot_brca2_3124,2,3,3,3,0,1,0.26728241751039766,0.0,0.24365346804779395,False,2.1035095708432188
hotspot_brca2_3124,1,6,6,3,0,1,0.14804492004429895,-0.1509062693822028,0.207226580627951,False,2.085666637704198
support_rank_top5__AND__hotspot_brca2_3124,2,6,6,3,0,1,0.14804492004429895,-0.1509062693822028,0.207226580627951,False,2.085666637704198
support_rank_top10__AND__hotspot_brca2_3124,2,6,6,3,0,1,0.14804492004429895,-0.1509062693822028,0.207226580627951,False,2.085666637704198
to_proline__AND__high_disagreement_q85,2,34,73,3,1,1,-0.03790482962920425,-0.007322997824040774,0.03367000348714784,False,0.09954032190372068
to_proline__AND__high_ref_adv_q85,2,34,73,3,1,1,-0.03790482962920425,-0.007322997824040774,0.03367000348714784,False,0.09954032190372068
to_proline__AND__high_disagreement_q75,2,55,122,3,1,1,-0.10229406083820745,-0.03519528851844135,0.02781738505399589,False,0.020097398876680855
to_proline__AND__high_ref_adv_q75,2,55,122,3,1,1,-0.10229406083820745,-0.03519528851844135,0.02781738505399589,False,0.020097398876680855
from_hydrophobic__AND__very_high_disagreement,2,17,47,3,10,1,0.07931675162411403,0.23486450219995259,0.016731726752394538,False,0.0
involves_special_residue__AND__c_term_50,2,30,56,3,1,1,0.042439283662141766,-0.06532396735265093,0.004793682067841157,False,0.3047942495299385
to_proline__AND__support_rank_top5,2,66,116,3,1,1,-0.1629481599679344,-0.12517644789863697,-0.015275807693498816,False,0.0229280398700673
to_proline__AND__very_high_disagreement,2,6,10,3,1,1,0.07389029603693456,0.17537952389929107,-0.03196141900077509,False,0.0
to_proline__AND__high_frob_q80,2,49,129,3,1,1,-0.13004689374609807,-0.008965323137559772,-0.0355209505923451,False,0.0
to_proline__AND__high_frob_q75,2,56,172,3,1,1,-0.14456024535572157,-0.016189753140701504,-0.04648634127482039,False,0.0
to_proline,1,131,471,3,1,1,-0.18692762525787893,-0.09864347211670618,-0.06779570631160411,False,0.0
to_proline__AND__involves_special_residue,2,131,471,3,1,1,-0.18692762525787893,-0.09864347211670618,-0.06779570631160411,False,0.0
to_proline__AND__from_hydrophobic,2,67,224,3,0,1,-0.1854144987007138,-0.10700617602680497,-0.07121692147361215,False,0.0
to_proline__AND__polarity_flip,2,67,224,3,0,1,-0.1854144987007138,-0.10700617602680497,-0.07121692147361215,False,0.0
to_proline__AND__support_rank_top10,2,131,233,3,1,1,-0.18692762525787893,-0.09864347211670618,-0.07641941836035084,False,0.0
high_frob_q75__AND__hotspot_brca2_3122,2,3,3,2,0,1,0.29078839200327145,-0.1255687376396336,0.35551368973276165,False,2.0546770484391668
high_frob_q80__AND__hotspot_brca2_3122,2,3,3,2,0,1,0.29078839200327145,-0.1255687376396336,0.35551368973276165,False,2.0546770484391668
hotspot_brca2_3122,1,4,4,2,0,1,0.29078839200327145,-0.1509062693822028,0.32615669575388206,False,2.044628392848391
support_rank_top5__AND__hotspot_brca2_3122,2,4,4,2,0,1,0.29078839200327145,-0.1509062693822028,0.32615669575388206,False,2.044628392848391
support_rank_top10__AND__hotspot_brca2_3122,2,4,4,2,0,1,0.29078839200327145,-0.1509062693822028,0.32615669575388206,False,2.044628392848391
hotspot_brca2_3122__AND__hotspot_brca2_3124,2,4,4,2,0,1,0.29078839200327145,-0.1509062693822028,0.32615669575388206,False,2.044628392848391
high_disagreement_q75__AND__hotspot_brca2_3122,2,3,3,2,0,1,0.29078839200327145,-0.176243801124772,0.2967997017750025,False,2.034579737257615
high_ref_adv_q75__AND__hotspot_brca2_3122,2,3,3,2,0,1,0.29078839200327145,-0.176243801124772,0.2967997017750025,False,2.034579737257615
hotspot_nsd1_2003,1,4,4,2,0,1,0.1748443792086769,0.0,0.17237308528627565,False,0.9930436612373814
charge_flip__AND__hotspot_nsd1_2003,2,4,4,2,0,1,0.1748443792086769,0.0,0.17237308528627565,False,0.9930436612373814
support_rank_top10__AND__hotspot_nsd1_2003,2,4,4,2,0,1,0.1748443792086769,0.0,0.17237308528627565,False,0.9930436612373814
high_frob_q75__AND__hotspot_nsd1_2003,2,4,4,2,0,1,0.1748443792086769,0.0,0.17237308528627565,False,0.9930436612373814
high_frob_q80__AND__hotspot_nsd1_2003,2,4,4,2,0,1,0.1748443792086769,0.0,0.17237308528627565,False,0.9930436612373814
low_ll_q35__AND__hotspot_nsd1_2003,2,4,4,2,0,1,0.1748443792086769,0.0,0.17237308528627565,False,0.9930436612373814
low_ll_q50__AND__hotspot_nsd1_2003,2,4,4,2,0,1,0.1748443792086769,0.0,0.17237308528627565,False,0.9930436612373814
high_disagreement_q75__AND__hotspot_nsd1_2003,2,4,4,2,0,1,0.1748443792086769,0.0,0.17237308528627565,False,0.9930436612373814
high_disagreement_q85__AND__hotspot_nsd1_2003,2,4,4,2,0,1,0.1748443792086769,0.0,0.17237308528627565,False,0.9930436612373814
high_ref_adv_q75__AND__hotspot_nsd1_2003,2,4,4,2,0,1,0.1748443792086769,0.0,0.17237308528627565,False,0.9930436612373814
high_ref_adv_q85__AND__hotspot_nsd1_2003,2,4,4,2,0,1,0.1748443792086769,0.0,0.17237308528627565,False,0.9930436612373814
from_hydrophobic__AND__hotspot_brca2_3124,2,3,3,2,0,1,0.0923902127418396,0.0,0.11028291616007534,False,0.6316828222547874
from_hydrophobic__AND__high_frob_low_ll,2,7,24,2,5,1,0.2064458288883428,0.34738917067255315,0.052404257970304124,False,0.0
c_term_50__AND__high_disagreement_q85,2,14,32,2,3,1,0.33423268935247286,0.051361998894730164,0.03758775072144668,False,0.23153652573699338
c_term_50__AND__high_ref_adv_q85,2,14,32,2,3,1,0.33423268935247286,0.051361998894730164,0.03758775072144668,False,0.23153652573699338
from_glycine__AND__low_ll_q50,2,69,207,2,1,1,-0.09973141852054955,-0.06144162007911302,0.036075290970496283,False,0.05973186566132469
from_hydrophobic__AND__high_frob_low_ll_and_special,2,3,4,2,1,1,0.2064458288883428,0.39854907333863654,0.03219366079678576,False,0.0
aromatic_change__AND__c_term_50,2,16,37,2,0,1,0.08228931579103808,-0.09745383417649771,0.02735283506086099,False,0.6427399625709919
support_rank_top5__AND__high_frob_low_ll_and_to_proline,2,3,3,2,1,1,0.2064458288883428,0.17537952389929107,0.02059619801538115,False,0.12707812875554111
from_glycine__AND__low_ll_q35,2,49,131,2,1,1,-0.09165836239355211,-0.06366516469582675,0.019546158684376223,False,0.05194120123331358
high_frob_low_ll_and_to_proline,1,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
to_proline__AND__high_frob_low_ll,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
to_proline__AND__high_frob_low_ll_and_special,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
to_proline__AND__high_frob_low_ll_and_to_proline,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
involves_special_residue__AND__high_frob_low_ll_and_to_proline,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
high_frob_low_ll__AND__high_frob_low_ll_and_to_proline,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
very_high_disagreement__AND__high_frob_low_ll_and_to_proline,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
high_frob_low_ll_and_special__AND__high_frob_low_ll_and_to_proline,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
high_frob_low_ll_and_to_proline__AND__high_frob_q75,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
high_frob_low_ll_and_to_proline__AND__high_frob_q80,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
high_frob_low_ll_and_to_proline__AND__high_disagreement_q75,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
high_frob_low_ll_and_to_proline__AND__high_disagreement_q85,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
high_frob_low_ll_and_to_proline__AND__high_ref_adv_q75,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
high_frob_low_ll_and_to_proline__AND__high_ref_adv_q85,2,3,7,2,1,1,0.2064458288883428,0.17537952389929107,-0.005382475816857857,False,0.10133288123631469
support_rank_top10__AND__high_frob_low_ll_and_to_proline,2,3,4,2,1,1,0.2064458288883428,0.17537952389929107,-0.044678587925030544,False,0.10133288123631469
charge_flip__AND__c_term_50,2,45,71,2,2,1,-0.04078662407966093,-0.07108107155229595,-0.0500935013458742,False,0.0669120395605292
polarity_flip__AND__high_frob_low_ll_and_special,2,3,10,2,1,1,0.2064458288883428,0.39854907333863654,-0.06034013401604915,False,0.0
hotspot_brca1_1738,1,6,6,2,0,1,-0.0036875716164668365,0.0,-0.084770010757543,False,0.11578107095883292
support_rank_top5__AND__hotspot_brca1_1738,2,6,6,2,0,1,-0.0036875716164668365,0.0,-0.084770010757543,False,0.11578107095883292
support_rank_top10__AND__hotspot_brca1_1738,2,6,6,2,0,1,-0.0036875716164668365,0.0,-0.084770010757543,False,0.11578107095883292
from_glycine__AND__to_acidic,2,26,357,2,0,1,-0.123382549355935,-0.06497273765669712,-0.1166429949929007,False,0.0
to_acidic__AND__involves_special_residue,2,26,357,2,0,1,-0.123382549355935,-0.06497273765669712,-0.1166429949929007,False,0.0
hotspot_nsd1_1811,1,1,1,1,0,1,0.4423901796797544,0.0,0.44104221958336126,False,1.1667904990788946
hotspot_brca1_1833,1,3,3,1,0,1,0.3495819872163762,-0.03331858600409289,0.244089020384449,False,0.8462369920061475
involves_special_residue__AND__hotspot_brca1_1833,2,3,3,1,0,1,0.3495819872163762,-0.03331858600409289,0.244089020384449,False,0.8462369920061475
c_term_50__AND__hotspot_brca1_1833,2,3,3,1,0,1,0.3495819872163762,-0.03331858600409289,0.244089020384449,False,0.8462369920061475
support_rank_top5__AND__hotspot_brca1_1833,2,3,3,1,0,1,0.3495819872163762,-0.03331858600409289,0.244089020384449,False,0.8462369920061475
support_rank_top10__AND__hotspot_brca1_1833,2,3,3,1,0,1,0.3495819872163762,-0.03331858600409289,0.244089020384449,False,0.8462369920061475
to_basic__AND__hotspot_brca2_3124,2,3,3,1,0,1,0.22027046852465015,-0.1509062693822028,0.22481622898515535,False,0.8074912086150104
charge_flip__AND__hotspot_brca2_3124,2,3,3,1,0,1,0.22027046852465015,-0.1509062693822028,0.22481622898515535,False,0.8074912086150104
aromatic_change__AND__hotspot_brca2_3124,2,3,3,1,0,1,0.005301448085326441,-0.1255687376396336,0.1176534594808995,False,0.37315455650732443
to_proline__AND__low_ll_q35,2,50,113,1,1,1,-0.12525199980668072,-0.06615837443593237,0.03762558256685294,False,0.017832473247565362
from_hydrophobic__AND__low_ll_q35,2,349,1005,1,11,1,-0.11489151447806091,-0.0860526065393293,0.03693515241770633,False,0.006051692133226532
from_hydrophobic__AND__low_ll_q50,2,454,1501,1,12,1,-0.14548831797271702,-0.09446362314024473,0.036048768601481665,False,0.003367699400866286
polarity_flip__AND__low_ll_q50,2,421,1296,1,13,1,-0.1391484524649953,-0.08332220099413998,0.035551879820469034,False,0.0026540739597869394
polarity_flip__AND__low_ll_q35,2,313,846,1,12,1,-0.11949155680483406,-0.072668063742339,0.0332225794598664,False,0.003499912153593398
aromatic_change__AND__low_ll_q50,2,247,675,1,4,1,-0.10508574958235091,-0.10985027292266165,0.03185612427092306,False,0.021655161902808452
aromatic_change__AND__low_ll_q35,2,169,434,1,4,1,-0.10579831695095317,-0.0977098128068551,0.030438755658436185,False,0.018087562878584533
to_cysteine__AND__support_rank_top5,2,54,105,1,0,1,-0.18696706324234488,-0.1890979680104192,0.02546051739101196,False,0.09698927769885785
to_cysteine__AND__support_rank_top10,2,70,166,1,0,1,-0.16220495398421014,-0.16293791406757271,0.024934310659693898,False,0.09458408842882059
to_proline__AND__low_ll_q50,2,70,181,1,1,1,-0.12413426272932486,-0.08020057061290221,0.022531047266932898,False,0.01787334696906891
hotspot_tp53_127,1,5,0,1,0,1,-0.07117670697467601,-0.1661644822979882,0.0,False,0.18123471915414024
hotspot_tp53_131,1,6,0,1,0,1,-0.11448514903593754,-0.1661644822979882,0.0,False,0.12709916657756332
to_cysteine,1,70,446,1,0,1,-0.16220495398421014,-0.16293791406757271,-0.0198489214823053,False,0.06341620010420322
to_cysteine__AND__involves_special_residue,2,70,446,1,0,1,-0.16220495398421014,-0.16293791406757271,-0.0198489214823053,False,0.06341620010420322
to_cysteine__AND__high_disagreement_q75,2,16,43,1,0,1,-0.014561482378471038,-0.024486231572460288,-0.021160241219164246,False,0.07490593649248657
to_cysteine__AND__high_ref_adv_q75,2,16,43,1,0,1,-0.014561482378471038,-0.024486231572460288,-0.021160241219164246,False,0.07490593649248657
to_cysteine__AND__high_disagreement_q85,2,13,30,1,0,1,-0.008483708930179783,-0.031141979328437243,-0.023880398019699392,False,0.09082283799782183
to_cysteine__AND__high_ref_adv_q85,2,13,30,1,0,1,-0.008483708930179783,-0.031141979328437243,-0.023880398019699392,False,0.09082283799782183
to_cysteine__AND__high_frob_q75,2,28,161,1,0,1,-0.07357575728186316,-0.08643132446900358,-0.07046057372693035,False,0.07856945898392552
involves_special_residue__AND__aromatic_change,2,112,433,1,1,1,-0.21717513453292278,-0.1151885171088708,-0.0737309722748487,False,0.0
to_basic__AND__c_term_50,2,27,43,1,1,1,-0.051926128914043246,-0.06799877148215344,-0.07757499034121623,False,0.04129540160506887
to_cysteine__AND__high_frob_q80,2,21,127,1,0,1,-0.03111982604641629,-0.04972281619073418,-0.09457207346232407,False,0.08575373768039737
to_acidic__AND__from_hydrophobic,2,39,129,1,1,1,-0.20967215663096264,-0.05132149740638944,-0.10236128494010148,False,0.0
to_acidic__AND__polarity_flip,2,39,129,1,1,1,-0.20967215663096264,-0.05132149740638944,-0.10236128494010148,False,0.0
to_acidic__AND__c_term_50,2,8,13,1,0,1,-0.018507614410896295,-0.0693557722497911,-0.10285894422109058,False,0.1260601972986185
from_glycine__AND__polarity_flip,2,41,295,1,0,1,-0.2702625482517755,-0.0768151449585958,-0.11711037672885047,False,0.0
to_acidic__AND__n_term_30,2,4,9,0,0,0,0.0,-0.05262591542529856,0.13676569820545464,False,0.0
to_cysteine__AND__low_ll_q35,2,9,22,0,0,0,-0.029699310313441564,-0.16583883750518374,0.09358845112284689,False,0.0
n_term_30__AND__low_ll_q35,2,24,52,0,0,0,-0.011784311447577106,-0.07543709353070686,0.06435020210836487,False,0.0
to_proline__AND__n_term_30,2,3,6,0,0,0,0.0,-0.12219086621633757,0.06202836518120574,False,0.0
n_term_50__AND__low_ll_q35,2,43,79,0,1,0,0.005091945660044946,-0.045931358113391205,0.051160874352221455,False,0.0
to_proline__AND__n_term_50,2,4,7,0,0,0,0.0,-0.08249138951056458,0.048672340797167944,False,0.0
n_term_30__AND__low_ll_q50,2,30,64,0,0,0,-0.011784311447577106,-0.06390419664818166,0.047955461980139835,False,0.0
n_term_50__AND__low_ll_q50,2,50,96,0,1,0,0.005091945660044946,-0.041691833202112914,0.04684384910795357,False,0.0
to_cysteine__AND__low_ll_q50,2,20,50,0,0,0,-0.09562457555325922,-0.16758470274981305,0.044285450848924476,False,0.0
n_term_30__AND__high_disagreement_q75,2,18,44,0,0,0,-0.011784311447577106,-0.0520883582286933,0.03188406536887263,False,0.0
n_term_30__AND__high_ref_adv_q75,2,18,44,0,0,0,-0.011784311447577106,-0.0520883582286933,0.03188406536887263,False,0.0
n_term_30__AND__high_disagreement_q85,2,10,29,0,0,0,-0.011784311447577106,-0.047386404201104876,0.029224622335725953,False,0.0
n_term_30__AND__high_ref_adv_q85,2,10,29,0,0,0,-0.011784311447577106,-0.047386404201104876,0.029224622335725953,False,0.0
from_glycine__AND__n_term_30,2,3,10,0,0,0,0.0,-0.0872504049140566,0.027394086293106957,False,0.0
n_term_50__AND__high_disagreement_q75,2,34,69,0,1,0,0.005091945660044946,-0.020855750998267177,0.026803775948756083,False,0.0
n_term_50__AND__high_ref_adv_q75,2,34,69,0,1,0,0.005091945660044946,-0.020855750998267177,0.026803775948756083,False,0.0
to_acidic__AND__n_term_50,2,7,12,0,0,0,-0.36387704782159264,-0.06266786350087346,0.0238703206356964,False,0.0
to_cysteine__AND__charge_flip,2,21,179,0,0,0,-0.10188664345239935,-0.16666362020186387,0.01965707434045824,False,0.0
c_term_50__AND__low_ll_q50,2,60,112,0,2,0,-0.044741861118378495,-0.07997172712544069,0.01761877723587213,False,0.0
n_term_50__AND__high_disagreement_q85,2,23,46,0,1,0,0.005091945660044946,0.0016069807033910922,0.014708463826223303,False,0.0
n_term_50__AND__high_ref_adv_q85,2,23,46,0,1,0,0.005091945660044946,0.0016069807033910922,0.014708463826223303,False,0.0
c_term_50__AND__low_ll_q35,2,36,73,0,1,0,-0.044741861118378495,-0.07725498705836285,0.0002576391437795131,False,0.0
high_frob_low_ll_and_to_cysteine,1,0,0,0,0,0,0.0,0.0,0.0,False,0.0
from_glycine__AND__n_term_50,2,4,14,0,0,0,0.0,-0.10739696870974315,-0.02139721769129789,False,0.0
from_glycine__AND__to_cysteine,2,8,62,0,0,0,-0.16367966243615323,-0.14730862556327573,-0.023813143904486328,False,0.0
to_cysteine__AND__from_hydrophobic,2,28,147,0,0,0,-0.17640855983983444,-0.14160603893350177,-0.04993478980743865,False,0.0
to_cysteine__AND__aromatic_change,2,28,147,0,0,0,-0.17640855983983444,-0.14160603893350177,-0.04993478980743865,False,0.0
to_cysteine__AND__polarity_flip,2,28,147,0,0,0,-0.17640855983983444,-0.14160603893350177,-0.04993478980743865,False,0.0
from_hydrophobic__AND__n_term_30,2,27,70,0,0,0,-0.25498354131919865,-0.1134186366752747,-0.06476422553377592,False,0.0
n_term_50__AND__very_high_disagreement,2,3,8,0,1,0,0.0,0.16650735555363355,-0.06805471640592886,False,0.0
to_proline__AND__aromatic_change,2,9,30,0,0,0,-0.18410502835606896,-0.1016997630115836,-0.06909994860659127,False,0.0
from_hydrophobic__AND__n_term_50,2,37,91,0,0,0,-0.22594056449557642,-0.08562492257528355,-0.0708197487259714,False,0.0
to_proline__AND__charge_flip,2,23,101,0,0,0,-0.20770618173108263,-0.1016997630115836,-0.0708538983148075,False,0.0
aromatic_change__AND__n_term_30,2,7,12,0,0,0,-0.3076980152314239,-0.18265586311640386,-0.1002547778454548,False,0.0
from_glycine__AND__aromatic_change,2,4,18,0,0,0,-0.37206512594988084,-0.20557443717870477,-0.10298045638648884,False,0.0
n_term_30__AND__support_rank_top5,2,45,48,0,0,0,-0.28937328823286307,-0.09861461274130802,-0.10549394402139126,False,0.0
n_term_30,1,64,154,0,0,0,-0.27642558777999354,-0.08651529342828504,-0.11962357041594877,False,0.0
n_term_30__AND__n_term_50,2,64,154,0,0,0,-0.27642558777999354,-0.08651529342828504,-0.11962357041594877,False,0.0
charge_flip__AND__n_term_30,2,18,45,0,0,0,-0.23782723802298195,-0.07533934551177357,-0.12249738568206808,False,0.0
to_basic__AND__n_term_50,2,20,46,0,0,0,-0.2947900682934999,-0.13937852940474058,-0.1260871034693236,False,0.0
to_proline__AND__c_term_50,2,11,16,0,0,0,-0.1530112800494048,-0.11208253474704068,-0.12682433326519177,False,0.0
charge_flip__AND__n_term_50,2,36,83,0,1,0,-0.2898649446978404,-0.05313855949710562,-0.13515164220584894,False,0.0
to_basic__AND__n_term_30,2,11,26,0,0,0,-0.2699750867716189,-0.12783455582439612,-0.1447684297570921,False,0.0
n_term_30__AND__support_rank_top10,2,64,80,0,0,0,-0.27642558777999354,-0.08651529342828504,-0.1482570444230019,False,0.0
n_term_50,1,115,248,0,1,0,-0.29808657008456035,-0.0669511122698164,-0.15107007886458812,False,0.0
polarity_flip__AND__n_term_30,2,29,65,0,0,0,-0.26100809227659405,-0.0597190120983245,-0.15290561553325596,False,0.0
n_term_30__AND__high_frob_q80,2,6,46,0,0,0,-0.20053770031011414,-0.005169058338927453,-0.15361633309287936,False,0.0
n_term_30__AND__high_frob_q75,2,10,56,0,0,0,-0.2642578871425725,-0.029070334405747883,-0.15433152722343513,False,0.0
n_term_50__AND__high_frob_q75,2,18,73,0,1,0,-0.2642578871425725,0.011974217563723993,-0.155415525755198,False,0.0
to_acidic__AND__aromatic_change,2,17,43,0,1,0,-0.1887441092843936,-0.05652055967938109,-0.15592279594724068,False,0.0
n_term_50__AND__support_rank_top5,2,86,88,0,0,0,-0.30503131123065963,-0.08970449769564061,-0.15633999048841818,False,0.0
n_term_50__AND__high_frob_q80,2,13,60,0,1,0,-0.20053770031011414,0.02481581090901087,-0.16029995857996032,False,0.0
polarity_flip__AND__n_term_50,2,47,100,0,0,0,-0.2746850371107694,-0.055137499337408205,-0.16344003826606426,False,0.0
aromatic_change__AND__n_term_50,2,23,34,0,0,0,-0.3121116179984052,-0.08977559529115951,-0.1853656358559465,False,0.0
