model_label,family_label,architecture_kind,rule_type,threshold,confidence_threshold,n_rule_on,fraction_rule_on,coverage_target,coverage_floor_pass,pathogenic_fraction_rule_on,pathogenic_fraction_rule_off,enrichment_gap,gap_ci_low,gap_ci_high,positive_with_rule,negative_with_rule,positive_without_rule,negative_without_rule,odds_ratio,random_gap_mean,random_gap_p95,random_gap_p05
ESM2-35M,esm,masked_encoder,pair_only,0.25,,1,0.00392156862745098,13,False,1.0,0.44881889763779526,0.5511811023622047,0.4881889763779528,0.610236220472441,1,0,114,140,3.6812227074235806,0.021604330708661416,0.5511811023622047,-0.452755905511811
ESM2-35M,esm,masked_encoder,scalar_only,0.25,,197,0.7725490196078432,13,True,0.4517766497461929,0.4482758620689655,0.0035007876772273905,-0.14151934185191667,0.15359705933835116,89,108,26,32,1.0116511607686287,-0.0015764484509014503,0.1374059163311745,-0.13040434097671977
ESM2-35M,esm,masked_encoder,combined,0.25,,0,0.0,13,False,,,,,,0,0,115,140,1.2164502164502164,,,
ESM2-35M,esm,masked_encoder,combined_confident,0.25,0.55,0,0.0,13,False,,,,,,0,0,115,140,1.2164502164502164,,,
ESM2-35M,esm,masked_encoder,combined_confident,0.25,0.6,0,0.0,13,False,,,,,,0,0,115,140,1.2164502164502164,,,
ESM2-35M,esm,masked_encoder,combined_confident,0.25,0.65,0,0.0,13,False,,,,,,0,0,115,140,1.2164502164502164,,,
ESM2-150M,esm,masked_encoder,chemistry_only,0.05,,62,0.24313725490196078,13,True,0.5161290322580645,0.43005181347150256,0.08607721878656194,-0.05914048136386425,0.23123850910914256,32,30,83,110,1.410130558555021,-0.0014551646331271925,0.10845311716530068,-0.1057161958883503
ESM2-150M,esm,masked_encoder,pair_only,0.05,,16,0.06274509803921569,13,True,0.75,0.4309623430962343,0.3190376569037657,0.0855125523012552,0.5232740585774058,12,4,103,136,3.6634460547504024,-0.0007126046025104641,0.18566945606694563,-0.21443514644351463
ESM2-150M,esm,masked_encoder,scalar_only,0.05,,254,0.996078431372549,13,True,0.44881889763779526,1.0,-0.5511811023622047,-0.6141732283464567,-0.4921259842519685,114,140,1,0,0.27164887307236063,-0.019094488188976366,0.452755905511811,-0.5511811023622047
ESM2-150M,esm,masked_encoder,combined,0.05,,2,0.00784313725490196,13,False,0.5,0.4505928853754941,0.04940711462450592,-0.49407114624505927,0.5889328063241106,1,1,114,139,1.2183406113537119,0.01413043478260869,0.5533596837944664,-0.45454545454545453
ESM2-150M,esm,masked_encoder,combined_confident,0.05,0.55,2,0.00784313725490196,13,False,0.5,0.4505928853754941,0.04940711462450592,-0.4901185770750988,0.5890316205533591,1,1,114,139,1.2183406113537119,-0.019886363636363653,0.5533596837944664,-0.45454545454545453
ESM2-150M,esm,masked_encoder,combined_confident,0.05,0.6,2,0.00784313725490196,13,False,0.5,0.4505928853754941,0.04940711462450592,-0.4901185770750988,0.5889328063241106,1,1,114,139,1.2183406113537119,0.00909090909090908,0.5533596837944664,-0.45454545454545453
ESM2-150M,esm,masked_encoder,combined_confident,0.05,0.65,2,0.00784313725490196,13,False,0.5,0.4505928853754941,0.04940711462450592,-0.4901185770750988,0.5889328063241106,1,1,114,139,1.2183406113537119,-0.006027667984189733,0.5533596837944664,-0.45454545454545453
ESM2-150M,esm,masked_encoder,chemistry_only,0.1,,62,0.24313725490196078,13,True,0.5161290322580645,0.43005181347150256,0.08607721878656194,-0.05391734915594184,0.22490180511449098,32,30,83,110,1.410130558555021,-0.0006027494567942474,0.12869797760320906,-0.1057161958883503
ESM2-150M,esm,masked_encoder,pair_only,0.1,,11,0.043137254901960784,13,False,0.7272727272727273,0.4385245901639344,0.2887481371087929,0.0037257824143069884,0.540983606557377,8,3,107,137,3.106312292358804,-0.008387667660208658,0.19374068554396423,-0.1910394932935914
ESM2-150M,esm,masked_encoder,scalar_only,0.1,,254,0.996078431372549,13,True,0.44881889763779526,1.0,-0.5511811023622047,-0.610236220472441,-0.4921259842519685,114,140,1,0,0.27164887307236063,0.008513779527559055,0.452755905511811,-0.5511811023622047
ESM2-150M,esm,masked_encoder,combined,0.1,,2,0.00784313725490196,13,False,0.5,0.4505928853754941,0.04940711462450592,-0.4901185770750988,0.5889328063241106,1,1,114,139,1.2183406113537119,0.020429841897233195,0.5533596837944664,-0.45454545454545453
ESM2-150M,esm,masked_encoder,combined_confident,0.1,0.55,2,0.00784313725490196,13,False,0.5,0.4505928853754941,0.04940711462450592,-0.48616600790513836,0.5889328063241106,1,1,114,139,1.2183406113537119,0.022949604743082993,0.5533596837944664,-0.45454545454545453
ESM2-150M,esm,masked_encoder,combined_confident,0.1,0.6,2,0.00784313725490196,13,False,0.5,0.4505928853754941,0.04940711462450592,-0.4901185770750988,0.5889328063241106,1,1,114,139,1.2183406113537119,-0.024925889328063246,0.5533596837944664,-0.45454545454545453
ESM2-150M,esm,masked_encoder,combined_confident,0.1,0.65,2,0.00784313725490196,13,False,0.5,0.4505928853754941,0.04940711462450592,-0.4862648221343874,0.5928853754940712,1,1,114,139,1.2183406113537119,0.00783102766798418,0.5533596837944664,-0.45454545454545453
ESM2-150M,esm,masked_encoder,chemistry_only,0.15,,62,0.24313725490196078,13,True,0.5161290322580645,0.43005181347150256,0.08607721878656194,-0.052162376734079884,0.22948353668728066,32,30,83,110,1.410130558555021,0.003286394785224805,0.12869797760320906,-0.12702657529667388
