model_label,family_label,architecture_kind,panel_name,scope_label,panel_size,coverage_target,coverage_pass,rule_family,gate_name,threshold_source,threshold,n_rule_on,fraction_rule_on,enrichment_gap,gap_ci_low,gap_ci_high,odds_ratio,global_scalar_gap,local_scalar_gap,local_pair_baseline_gap,local_chemistry_gap,beats_global_scalar,beats_local_scalar,beats_local_chemistry,same_position_verdict,same_position_n_mixed_positions,same_position_pair_top_hit_rate,same_position_ll_top_hit_rate,same_position_delta,structural_witness_verdict,structural_pair_spearman,structural_ll_spearman,structural_geometry_gap,block12c_status,adjudication_status,adjudication_reason,status_rank,same_position_rank
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,none,pair_minus_ll,0.05,9,0.03529411764705882,0.22357723577235766,-0.11382113821138212,0.516260162601626,2.3320287018917156,-0.46747967479674796,-0.46747967479674796,0.22357723577235766,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,none,pair_minus_ll,0.1,3,0.011764705882352941,0.5555555555555556,0.49603174603174605,0.6150793650793651,8.742222222222223,-0.45634920634920634,-0.45634920634920634,0.5555555555555556,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,none,pair_minus_ll,0.15,2,0.00784313725490196,0.5533596837944664,0.4940711462450593,0.616600790513834,6.18942731277533,-0.45454545454545453,-0.45454545454545453,0.5533596837944664,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,none,pair_minus_ll,0.2,1,0.00392156862745098,0.5511811023622047,0.4921259842519685,0.6103346456692909,3.6812227074235806,-0.452755905511811,-0.452755905511811,0.5511811023622047,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,none,pair_minus_ll,0.25,1,0.00392156862745098,0.5511811023622047,0.4921259842519685,0.6141732283464567,3.6812227074235806,-0.452755905511811,-0.452755905511811,0.5511811023622047,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,none,pair_minus_ll,0.3,1,0.00392156862745098,0.5511811023622047,0.4921259842519685,0.6141732283464567,3.6812227074235806,-0.452755905511811,-0.452755905511811,0.5511811023622047,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,exclude_chemistry,pair_minus_ll,0.05,7,0.027450980392156862,0.2707373271889401,-0.06804435483870967,0.5766129032258065,2.7574660633484163,-0.4637096774193548,-0.4637096774193548,0.2707373271889401,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,exclude_chemistry,pair_minus_ll,0.1,3,0.011764705882352941,0.5555555555555556,0.4920634920634921,0.6150793650793651,8.742222222222223,-0.45634920634920634,-0.45634920634920634,0.5555555555555556,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,exclude_chemistry,pair_minus_ll,0.15,2,0.00784313725490196,0.5533596837944664,0.49011857707509876,0.6126482213438735,6.18942731277533,-0.45454545454545453,-0.45454545454545453,0.5533596837944664,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,exclude_chemistry,pair_minus_ll,0.2,1,0.00392156862745098,0.5511811023622047,0.4921259842519685,0.6141732283464567,3.6812227074235806,-0.452755905511811,-0.452755905511811,0.5511811023622047,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,exclude_chemistry,pair_minus_ll,0.25,1,0.00392156862745098,0.5511811023622047,0.49202755905511814,0.6141732283464567,3.6812227074235806,-0.452755905511811,-0.452755905511811,0.5511811023622047,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,exclude_chemistry,pair_minus_ll,0.3,1,0.00392156862745098,0.5511811023622047,0.4881889763779528,0.6141732283464567,3.6812227074235806,-0.452755905511811,-0.452755905511811,0.5511811023622047,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_only,structural_or_hotspot,pair_minus_ll,0.05,1,0.00392156862745098,0.5511811023622047,0.49202755905511814,0.6141732283464567,3.6812227074235806,-0.452755905511811,-0.452755905511811,0.5511811023622047,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_rank_fixed,none,pair_rank_fixed_055,0.55,4,0.01568627450980392,0.049800796812749015,-0.4541832669322709,0.5618525896414337,1.2202643171806167,-0.4581673306772908,-0.4581673306772908,0.049800796812749015,0.08607721878656194,True,True,False,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_rank_fixed,none,pair_rank_fixed_055,0.6,1,0.00392156862745098,0.5511811023622047,0.4921259842519685,0.6141732283464567,3.6812227074235806,-0.452755905511811,-0.452755905511811,0.5511811023622047,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,full_tp53,global,255,13,False,pair_rank_fixed,none,pair_rank_fixed_055,0.65,1,0.00392156862745098,0.5511811023622047,0.4921259842519685,0.610236220472441,3.6812227074235806,-0.452755905511811,-0.452755905511811,0.5511811023622047,0.08607721878656194,True,True,True,win,11,0.6363636363636364,0.36363636363636365,0.2727272727272727,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,none,pair_minus_ll,0.05,7,0.04827586206896552,0.16149068322981364,-0.1532091097308489,0.3623188405797102,1.9084628670120898,-0.4637096774193548,-0.4389233954451346,0.16149068322981364,0.00959173635022137,True,True,True,win,2,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,none,pair_minus_ll,0.1,3,0.020689655172413793,0.30281690140845074,0.23239436619718312,0.3802816901408451,3.0603015075376883,-0.45634920634920634,-0.37793427230046955,0.30281690140845074,0.00959173635022137,True,True,True,win,2,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,none,pair_minus_ll,0.15,2,0.013793103448275862,0.30069930069930073,0.22377622377622375,0.3776223776223776,2.1641791044776117,-0.45454545454545453,-0.20629370629370625,0.30069930069930073,0.00959173635022137,True,True,True,win,1,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,none,pair_minus_ll,0.2,1,0.006896551724137931,0.29861111111111116,0.22899305555555552,0.375,1.2857142857142858,-0.452755905511811,-0.7083333333333334,0.29861111111111116,0.00959173635022137,True,True,True,win,1,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,none,pair_minus_ll,0.25,1,0.006896551724137931,0.29861111111111116,0.2222222222222222,0.375,1.2857142857142858,-0.452755905511811,-0.7083333333333334,0.29861111111111116,0.00959173635022137,True,True,True,win,1,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,none,pair_minus_ll,0.3,1,0.006896551724137931,0.29861111111111116,0.22916666666666663,0.375,1.2857142857142858,-0.452755905511811,-0.7083333333333334,0.29861111111111116,0.00959173635022137,True,True,True,win,1,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,exclude_chemistry,pair_minus_ll,0.05,6,0.041379310344827586,0.13549160671462834,-0.21942446043165464,0.3597122302158273,1.5982905982905984,-0.46184738955823296,-0.5599520383693046,0.13549160671462834,0.00959173635022137,True,True,True,win,2,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,exclude_chemistry,pair_minus_ll,0.1,3,0.020689655172413793,0.30281690140845074,0.23239436619718312,0.3802816901408451,3.0603015075376883,-0.45634920634920634,-0.37793427230046955,0.30281690140845074,0.00959173635022137,True,True,True,win,2,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,exclude_chemistry,pair_minus_ll,0.15,2,0.013793103448275862,0.30069930069930073,0.23076923076923073,0.3776223776223776,2.1641791044776117,-0.45454545454545453,-0.20629370629370625,0.30069930069930073,0.00959173635022137,True,True,True,win,1,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,exclude_chemistry,pair_minus_ll,0.2,1,0.006896551724137931,0.29861111111111116,0.22916666666666663,0.375,1.2857142857142858,-0.452755905511811,-0.7083333333333334,0.29861111111111116,0.00959173635022137,True,True,True,win,1,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,exclude_chemistry,pair_minus_ll,0.25,1,0.006896551724137931,0.29861111111111116,0.2222222222222222,0.3682291666666657,1.2857142857142858,-0.452755905511811,-0.7083333333333334,0.29861111111111116,0.00959173635022137,True,True,True,win,1,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,exclude_chemistry,pair_minus_ll,0.3,1,0.006896551724137931,0.29861111111111116,0.22916666666666663,0.3819444444444444,1.2857142857142858,-0.452755905511811,-0.7083333333333334,0.29861111111111116,0.00959173635022137,True,True,True,win,1,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_only,structural_or_hotspot,pair_minus_ll,0.05,1,0.006896551724137931,0.29861111111111116,0.2222222222222222,0.375,1.2857142857142858,-0.452755905511811,-0.7083333333333334,0.29861111111111116,0.00959173635022137,True,True,True,not_applicable,0,,,,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,2
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_rank_fixed,none,pair_rank_fixed_055,0.55,2,0.013793103448275862,0.30069930069930073,0.22377622377622375,0.3776223776223776,2.1641791044776117,-0.45454545454545453,-0.20629370629370625,0.30069930069930073,0.00959173635022137,True,True,True,win,1,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_rank_fixed,none,pair_rank_fixed_055,0.6,1,0.006896551724137931,0.29861111111111116,0.2222222222222222,0.375,1.2857142857142858,-0.452755905511811,-0.7083333333333334,0.29861111111111116,0.00959173635022137,True,True,True,win,1,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_core,localized,145,12,False,pair_rank_fixed,none,pair_rank_fixed_055,0.65,1,0.006896551724137931,0.29861111111111116,0.22916666666666663,0.375,1.2857142857142858,-0.452755905511811,-0.7083333333333334,0.29861111111111116,0.00959173635022137,True,True,True,win,1,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
ESM2-35M,esm,masked_encoder,dna_binding_plus_hotspot,localized,145,12,False,pair_only,none,pair_minus_ll,0.05,7,0.04827586206896552,0.16149068322981364,-0.14596273291925466,0.35507246376811596,1.9084628670120898,-0.4637096774193548,-0.4389233954451346,0.16149068322981364,0.00959173635022137,True,True,True,win,2,1.0,0.0,1.0,negative,0.0,0.0,,not_eligible,not_eligible,coverage_or_control_failure,3,0
